21.16,3.21,8.18,33.82,71.09,3.0,5.89,2.27,nan,nan,66.28,28.26
13.93,3.16,7.15,12.93,47.63,1.5,6.0,2.25,2.68,78.85,nan,51.97
18.53,2.92,5.83,8.19,30.31,2.0,6.3,2.18,2.91,77.78,66.99,53.14
22.08,3.22,nan,7.07,30.13,2.0,5.91,2.29,2.59,77.89,65.95,43.63
13.95,2.57,7.77,8.26,26.49,2.0,6.64,nan,3.36,77.58,67.18,38.69
19.31,2.53,7.54,45.71,86.91,4.0,nan,2.27,2.57,78.67,67.65,42.01
21.23,2.53,6.61,14.3,47.91,nan,5.95,2.27,2.62,80.31,nan,53.52
11.53,2.22,7.51,6.98,nan,2.0,5.7,nan,2.58,78.38,66.67,44.37
nan,3.37,7.65,10.76,42.22,2.88,5.86,2.27,2.59,77.67,66.41,54.25
15.23,2.97,nan,nan,70.93,3.0,5.23,1.93,2.72,nan,nan,33.82
22.2,2.71,6.79,8.7,29.51,2.0,5.86,2.1,2.8,77.74,66.8,55.07
22.1,4.49,7.49,3.61,13.93,2.0,5.64,2.2,2.57,78.06,68.58,60.08
25.11,2.62,nan,27.15,85.53,3.75,5.83,2.24,2.61,79.57,67.36,53.33
24.94,nan,9.22,26.51,87.53,3.13,5.8,2.29,2.54,80.31,66.14,51.7
21.1,2.63,10.09,9.6,nan,2.0,6.0,2.18,2.76,78.27,67.13,44.25
25.76,3.92,7.79,18.08,47.34,3.0,5.82,2.03,2.87,80.94,68.29,53.75
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,4.4,nan,9.93,27.96,nan,6.2,1.94,3.21,nan,66.47,43.0
12.45,2.06,6.74,7.22,20.32,2.0,6.45,1.84,3.52,nan,66.02,43.69
11.99,2.27,8.1,5.43,16.77,2.0,5.99,1.88,3.2,77.15,66.6,40.04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.34,3.24,nan,4.45,15.48,2.0,6.25,1.91,3.29,72.81,66.98,56.12
21.33,nan,7.14,18.83,44.68,1.0,5.85,2.05,nan,78.28,67.32,45.85
12.02,3.01,nan,4.71,16.85,1.88,6.24,1.93,3.24,77.78,65.5,54.58
13.11,3.24,7.6,7.99,25.44,2.0,6.49,1.99,3.27,79.34,66.0,43.21
10.66,2.39,8.4,4.41,13.38,1.5,5.78,1.94,2.99,77.58,67.25,50.0
nan,3.31,7.8,nan,53.83,2.88,6.37,2.06,3.1,78.28,66.92,57.77
14.1,4.71,7.28,3.81,17.76,1.13,6.85,2.17,3.16,77.97,66.08,58.54
20.21,nan,9.35,20.32,nan,3.0,5.85,2.26,2.6,79.53,68.03,53.02
16.73,3.23,10.05,38.16,62.33,3.0,nan,2.13,2.83,74.66,63.85,nan
nan,2.33,7.34,4.76,17.0,1.88,5.93,1.94,3.07,77.8,65.42,nan
18.09,3.48,7.06,6.47,27.54,2.0,nan,nan,3.3,79.11,67.89,57.94
18.11,2.69,7.36,7.62,23.48,3.0,5.96,2.14,2.79,76.07,nan,34.39
18.96,2.0,6.56,13.18,39.85,3.0,5.88,nan,2.75,77.73,68.99,31.17
20.93,3.76,6.48,15.34,53.33,2.75,5.94,2.29,2.6,78.73,68.25,57.39
27.05,2.53,6.19,24.4,79.55,3.75,nan,nan,2.51,79.29,66.86,58.93
18.35,2.75,8.23,12.46,nan,nan,5.8,2.13,2.72,81.02,68.1,49.91
21.54,3.16,7.52,17.01,42.27,2.0,6.41,1.97,3.26,nan,65.04,46.82
12.79,nan,7.86,9.16,31.2,1.88,6.5,2.06,3.16,77.74,66.3,30.2
23.37,2.93,8.73,47.74,nan,nan,nan,2.52,nan,75.49,62.84,39.2
21.34,2.41,6.25,15.82,52.89,3.0,5.8,2.32,2.51,78.11,67.25,47.91
22.35,2.72,7.44,33.93,84.7,nan,6.64,2.13,3.12,80.9,68.43,41.13
23.33,2.95,6.1,nan,64.0,3.5,5.77,2.23,2.59,80.78,67.65,43.25
20.71,2.87,7.58,26.93,73.41,3.88,5.81,2.21,2.64,80.55,67.97,32.93
20.62,3.53,7.11,28.02,78.79,4.0,5.77,2.22,2.61,nan,65.95,nan
nan,3.61,8.79,nan,51.76,3.0,5.74,2.15,2.68,78.6,67.0,23.4
24.0,3.84,6.65,32.62,92.27,4.0,5.73,2.27,2.53,79.88,64.87,41.92
24.76,2.62,8.26,37.48,83.59,4.0,nan,2.22,2.67,81.09,66.47,47.37
15.85,nan,7.74,11.31,32.72,2.0,6.54,2.04,3.22,79.53,67.75,52.57
17.08,2.73,nan,41.26,81.56,4.0,5.36,2.01,2.68,78.23,62.38,55.92
18.27,2.31,7.19,10.84,34.77,nan,6.52,nan,3.45,79.57,65.61,56.97
nan,2.98,7.38,16.3,51.8,2.0,6.55,2.16,3.05,80.51,68.03,44.46
12.45,2.22,7.31,nan,26.88,2.0,nan,2.04,3.29,77.67,65.83,49.5
20.37,nan,7.78,30.43,83.36,3.0,6.63,2.06,3.24,77.67,66.13,nan
11.45,2.09,nan,23.02,55.35,nan,6.45,2.02,3.2,77.93,66.41,56.82
nan,nan,7.42,19.96,64.51,3.0,5.91,2.17,2.73,80.59,nan,49.9
19.46,4.18,8.97,4.97,14.55,2.0,5.98,2.19,nan,77.12,69.07,nan
nan,2.49,6.64,9.7,33.37,2.0,6.53,2.09,3.14,79.18,67.98,62.87
16.31,2.15,7.11,15.37,38.6,2.0,6.33,1.96,3.24,78.13,65.04,39.26
20.39,2.99,8.03,26.85,61.89,3.5,5.82,2.2,2.65,78.69,nan,36.06
21.42,2.65,nan,nan,96.49,2.0,5.71,2.18,2.62,78.17,63.25,23.53
20.71,2.58,7.82,15.14,nan,3.25,5.75,2.16,2.66,78.86,67.79,33.17
21.97,2.18,8.51,9.93,33.45,nan,6.0,2.13,2.83,80.24,69.85,44.77
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15.16,2.33,6.65,9.81,32.04,2.0,6.22,2.06,3.04,78.85,66.8,51.98
11.05,2.88,8.14,14.98,38.17,2.75,6.37,2.06,3.1,77.67,66.68,29.96
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.34,2.79,7.79,7.92,27.6,2.0,6.56,2.01,3.27,79.53,66.53,47.72
19.43,2.68,7.4,20.21,64.16,3.0,6.23,2.18,2.86,78.16,66.28,41.92
22.09,3.05,6.71,13.79,45.24,2.88,5.66,2.27,2.49,78.87,68.3,47.06
nan,3.56,6.97,9.9,40.45,2.5,5.58,2.16,2.59,79.6,69.11,52.08
22.37,3.37,8.21,40.92,87.14,4.0,6.09,2.33,nan,77.49,64.19,43.71
22.14,2.88,7.54,nan,65.77,3.0,5.97,2.18,2.74,78.5,66.67,39.59
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22.89,nan,7.33,22.04,63.89,3.0,5.93,2.26,2.63,79.8,67.06,52.52
10.76,3.04,6.84,13.5,nan,2.0,6.61,2.05,3.24,78.97,64.88,30.16
15.01,3.26,7.23,4.69,19.87,2.0,6.7,2.09,nan,78.74,66.73,55.71
25.42,nan,nan,36.16,83.38,4.0,5.72,2.08,2.76,79.49,63.87,28.71
14.8,4.58,6.45,2.93,7.47,1.0,5.64,2.36,nan,78.92,69.05,nan
21.1,3.9,7.4,14.4,43.17,2.0,5.86,1.98,2.98,77.34,64.85,57.29
21.03,2.52,7.07,9.0,31.45,2.0,5.91,2.13,2.78,nan,67.39,52.09
22.02,2.81,nan,9.32,30.88,2.0,6.43,2.0,3.22,79.64,66.8,54.3
nan,2.75,6.32,19.77,52.44,2.5,6.29,2.0,3.16,80.71,67.32,46.85
21.26,2.79,7.49,9.52,35.32,2.0,5.9,2.25,2.63,78.15,65.95,58.42
13.11,4.06,6.87,13.17,39.14,2.0,6.49,nan,3.56,78.08,65.16,50.25
20.05,3.34,6.98,7.27,26.14,2.0,6.43,1.99,3.25,nan,68.6,62.57
16.43,3.38,6.54,4.28,11.68,2.0,nan,2.1,3.16,79.88,68.55,61.72
22.05,3.65,7.16,6.72,26.28,2.0,5.71,2.24,nan,nan,68.52,52.76
15.09,3.05,6.41,2.49,10.35,nan,6.63,1.99,3.34,80.16,67.9,64.79
14.1,4.12,7.44,3.21,12.12,1.88,6.72,nan,3.18,78.64,67.37,62.17
12.19,2.39,6.92,6.36,20.54,1.88,6.39,1.93,3.32,79.36,67.66,48.01
11.71,2.56,6.47,13.78,41.1,nan,nan,nan,3.33,80.34,64.72,43.27
12.21,2.59,7.39,15.25,44.12,2.0,6.74,2.1,3.23,78.45,65.63,45.24
13.03,2.78,6.58,12.65,36.13,2.0,6.85,2.05,3.35,77.84,65.88,nan
13.07,2.66,8.05,nan,38.31,nan,6.7,2.01,3.35,78.7,65.98,25.72
14.3,2.41,nan,8.04,29.04,2.0,6.7,2.11,3.18,78.43,65.1,nan
10.29,3.6,6.75,27.46,61.5,3.13,6.31,1.94,3.26,78.41,66.25,32.08
12.44,2.4,6.63,17.18,48.28,2.13,6.52,2.01,3.26,77.39,64.14,34.5
12.55,2.71,6.4,16.23,nan,nan,6.74,2.03,3.32,79.07,64.54,40.04
nan,nan,7.24,6.45,24.37,nan,6.77,1.99,nan,76.52,64.77,43.44
11.88,3.21,7.73,8.76,nan,2.0,6.61,1.98,3.35,77.45,64.9,nan
14.15,2.3,6.26,7.7,26.45,2.0,nan,2.05,3.32,77.95,nan,52.79
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,2.57,7.18,21.08,60.7,3.0,nan,1.99,3.48,78.93,65.05,36.66
20.01,2.56,6.47,21.28,58.29,3.0,6.82,2.0,3.42,78.04,65.68,24.32
21.6,2.29,6.54,26.59,61.7,3.13,6.85,1.93,3.56,78.67,63.7,29.55
14.27,2.23,6.77,13.02,39.71,2.0,6.53,2.07,3.16,78.27,63.99,34.35
13.58,3.21,7.66,13.63,37.92,2.13,6.5,2.01,3.25,77.74,65.1,48.25
11.96,2.83,7.33,8.94,29.83,2.0,6.61,2.02,nan,77.74,64.85,41.99
18.44,2.13,7.54,20.44,50.14,2.5,6.29,1.89,3.33,80.04,66.14,53.35
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14.88,4.35,6.9,4.69,17.41,1.94,6.68,2.12,3.16,78.95,66.65,60.35
25.94,2.93,nan,39.11,89.4,4.0,5.83,2.27,2.57,79.77,67.32,43.0
