21.16,nan,8.18,nan,nan,3.0,nan,2.27,2.6,77.98,nan,28.26
13.93,3.16,nan,12.93,47.63,nan,6.0,2.25,2.68,78.85,69.29,51.97
18.53,2.92,5.83,8.19,nan,nan,6.3,2.18,nan,77.78,nan,53.14
nan,3.22,5.99,7.07,30.13,2.0,5.91,2.29,nan,77.89,65.95,43.63
13.95,2.57,7.77,8.26,26.49,2.0,6.64,nan,nan,77.58,nan,38.69
19.31,2.53,7.54,45.71,nan,4.0,5.8,nan,2.57,78.67,67.65,42.01
21.23,2.53,6.61,nan,47.91,nan,5.95,2.27,2.62,80.31,69.5,53.52
nan,2.22,nan,nan,23.38,nan,5.7,2.21,2.58,78.38,66.67,44.37
20.97,3.37,nan,10.76,42.22,nan,5.86,2.27,2.59,77.67,nan,nan
15.23,nan,nan,36.32,70.93,3.0,5.23,1.93,2.72,nan,nan,nan
22.2,nan,6.79,8.7,nan,nan,5.86,nan,2.8,nan,nan,nan
nan,nan,7.49,3.61,13.93,2.0,nan,nan,nan,78.06,68.58,60.08
nan,2.62,nan,27.15,85.53,nan,5.83,2.24,2.61,79.57,nan,nan
24.94,4.15,nan,26.51,87.53,3.13,5.8,nan,nan,80.31,66.14,51.7
21.1,2.63,10.09,9.6,33.16,nan,nan,2.18,2.76,78.27,nan,44.25
25.76,3.92,7.79,nan,47.34,3.0,5.82,nan,2.87,80.94,68.29,53.75
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,4.4,nan,nan,27.96,2.0,6.2,nan,3.21,78.9,66.47,43.0
12.45,nan,6.74,7.22,20.32,2.0,6.45,nan,3.52,78.54,66.02,43.69
11.99,2.27,8.1,5.43,nan,nan,5.99,nan,nan,77.15,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.34,nan,nan,4.45,15.48,2.0,6.25,1.91,3.29,nan,nan,56.12
21.33,nan,7.14,nan,44.68,1.0,nan,2.05,2.86,78.28,nan,45.85
12.02,nan,7.9,4.71,16.85,1.88,6.24,1.93,3.24,77.78,65.5,54.58
nan,3.24,nan,nan,25.44,2.0,6.49,nan,nan,79.34,66.0,43.21
10.66,2.39,8.4,4.41,nan,1.5,5.78,1.94,nan,nan,nan,nan
nan,3.31,nan,20.5,53.83,nan,6.37,2.06,3.1,nan,66.92,57.77
14.1,4.71,nan,3.81,nan,1.13,nan,2.17,3.16,77.97,66.08,58.54
20.21,3.18,nan,20.32,62.49,nan,5.85,2.26,nan,79.53,68.03,53.02
16.73,3.23,10.05,nan,nan,3.0,5.99,2.13,2.83,74.66,63.85,nan
19.18,nan,nan,4.76,17.0,1.88,5.93,nan,3.07,77.8,65.42,50.54
nan,nan,7.06,6.47,nan,2.0,6.78,nan,3.3,nan,67.89,57.94
18.11,2.69,7.36,7.62,23.48,3.0,5.96,2.14,nan,nan,67.1,34.39
