48.2125,23.7975,18.2525,nan,11.1675,39.7525,nan,24.21
nan,22.625,12.6775,nan,15.09,57.4725,nan,25.8475
nan,nan,nan,nan,12.44,53.3225,nan,nan
33.14,23.65,11.085,115.69,13.585,50.5825,167.5825,24.585
nan,nan,nan,nan,13.165,57.6675,185.75,24.3075
36.7875,24.15,nan,nan,15.8325,58.665,nan,nan
31.2525,22.4325,13.6675,109.0325,12.835,45.25,151.3325,23.6325
nan,24.005,11.0025,nan,nan,nan,173.25,nan
34.3925,nan,12.75,nan,14.165,nan,nan,23.4825
nan,21.1425,nan,99.15,12.665,58.5,nan,21.94
nan,23.6825,14.585,nan,13.915,59.5825,217.585,26.625
nan,17.375,nan,108.99,10.85,38.3025,nan,21.805
nan,22.175,nan,152.9325,nan,nan,nan,nan
16.005,nan,10.8325,nan,nan,nan,nan,nan
45.4375,22.765,nan,120.85,13.165,51.5825,nan,23.925
29.3575,21.7725,11.25,nan,12.0,nan,132.8325,24.59
54.6125,23.3625,nan,nan,15.415,63.835,214.25,26.7575
nan,nan,13.585,111.135,nan,nan,223.67,25.11
nan,nan,11.835,111.665,nan,62.0,nan,24.03
nan,nan,12.7075,105.09,nan,66.7925,212.3775,nan
45.06,20.605,14.25,105.775,nan,51.9175,220.335,nan
nan,nan,13.0,nan,13.165,nan,209.665,nan
nan,19.6825,nan,nan,13.125,nan,nan,25.945
51.2575,23.76,nan,113.5,12.085,nan,171.8325,nan
nan,nan,14.08,112.615,12.92,nan,230.75,nan
34.115,nan,10.835,nan,nan,nan,nan,24.89
38.4775,nan,9.25,121.725,nan,nan,230.335,23.89
38.8725,18.49,nan,nan,13.5,59.6675,240.75,nan
32.8075,nan,nan,nan,12.2475,60.5825,167.585,nan
42.115,25.205,nan,128.9575,nan,63.6675,nan,nan
nan,22.68,13.6675,105.0825,11.665,45.6675,nan,22.625
22.9375,nan,nan,131.1575,nan,nan,109.25,25.1175
nan,nan,15.3325,nan,12.75,56.8325,188.6675,nan
nan,nan,12.5025,nan,nan,51.5,nan,28.315
nan,nan,nan,116.25,10.585,38.5825,101.6675,24.775
32.3825,nan,nan,nan,13.3325,55.4175,174.25,25.2925
38.1225,23.5075,14.335,113.765,13.4175,48.6675,168.085,23.125
39.2825,22.2775,10.1675,115.3,13.5025,47.585,nan,nan
29.1025,22.14,nan,99.2,12.0,nan,nan,25.1675
nan,23.415,nan,97.5175,nan,43.585,nan,nan
nan,22.9625,nan,99.65,12.9175,54.4175,nan,25.2575
31.89,22.0425,13.5825,117.3175,nan,nan,nan,26.7425
46.245,23.94,nan,nan,14.25,nan,211.915,nan
44.76,24.2825,nan,114.7925,13.5,50.0,nan,23.635
54.93,23.2625,nan,118.5075,14.585,58.585,nan,24.79
nan,nan,9.665,126.19,11.8325,62.085,230.0,24.485
nan,21.4475,nan,nan,nan,50.3325,157.5825,25.2675
41.5175,22.845,nan,nan,15.5,68.0,238.4175,26.11
30.745,24.245,11.17,106.6,nan,nan,nan,24.2325
