21.16,nan,8.18,33.82,71.09,3.0,5.89,nan,2.6,77.98,66.28,28.26
nan,3.16,7.15,nan,nan,1.5,6.0,2.25,nan,78.85,69.29,51.97
18.53,2.92,5.83,8.19,nan,2.0,6.3,2.18,2.91,77.78,66.99,nan
nan,nan,5.99,7.07,nan,2.0,5.91,2.29,2.59,77.89,65.95,43.63
13.95,2.57,7.77,nan,nan,2.0,6.64,1.98,nan,nan,67.18,38.69
19.31,2.53,7.54,45.71,86.91,nan,5.8,2.27,2.57,78.67,67.65,42.01
21.23,2.53,nan,14.3,47.91,2.0,5.95,2.27,2.62,80.31,69.5,nan
11.53,nan,7.51,nan,nan,2.0,5.7,2.21,2.58,nan,66.67,nan
20.97,3.37,nan,10.76,42.22,2.88,5.86,nan,2.59,77.67,66.41,54.25
nan,2.97,nan,36.32,70.93,3.0,5.23,1.93,2.72,nan,nan,33.82
22.2,2.71,6.79,8.7,29.51,2.0,nan,2.1,2.8,77.74,66.8,nan
nan,nan,7.49,nan,13.93,2.0,5.64,2.2,2.57,78.06,68.58,nan
nan,nan,7.37,27.15,85.53,nan,nan,2.24,nan,79.57,67.36,53.33
nan,4.15,9.22,26.51,87.53,3.13,5.8,2.29,2.54,80.31,66.14,nan
nan,2.63,10.09,9.6,33.16,2.0,6.0,2.18,2.76,78.27,67.13,nan
25.76,nan,7.79,18.08,nan,nan,5.82,nan,2.87,nan,nan,53.75
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23.69,4.4,nan,9.93,27.96,2.0,6.2,1.94,3.21,78.9,66.47,43.0
12.45,2.06,6.74,7.22,nan,2.0,6.45,1.84,3.52,78.54,66.02,43.69
11.99,2.27,nan,nan,16.77,2.0,5.99,nan,3.2,77.15,nan,40.04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.34,3.24,7.2,4.45,15.48,2.0,6.25,1.91,3.29,72.81,66.98,56.12
21.33,2.35,7.14,18.83,44.68,1.0,nan,2.05,2.86,78.28,67.32,45.85
12.02,3.01,nan,nan,16.85,1.88,6.24,1.93,3.24,77.78,65.5,54.58
nan,nan,7.6,7.99,25.44,2.0,6.49,1.99,3.27,79.34,66.0,nan
10.66,2.39,8.4,nan,13.38,1.5,5.78,1.94,2.99,nan,67.25,nan
nan,3.31,7.8,nan,53.83,2.88,6.37,nan,3.1,78.28,66.92,57.77
14.1,4.71,7.28,3.81,17.76,1.13,6.85,2.17,3.16,77.97,nan,58.54
20.21,3.18,9.35,20.32,62.49,3.0,5.85,nan,2.6,79.53,68.03,nan
16.73,3.23,10.05,nan,62.33,nan,5.99,2.13,2.83,74.66,63.85,nan
19.18,2.33,7.34,nan,17.0,nan,5.93,1.94,3.07,nan,nan,nan
18.09,nan,7.06,6.47,27.54,2.0,6.78,2.06,3.3,nan,67.89,57.94
nan,2.69,7.36,7.62,23.48,3.0,5.96,2.14,2.79,76.07,67.1,34.39
18.96,nan,nan,13.18,39.85,3.0,5.88,2.15,2.75,nan,68.99,31.17
20.93,3.76,6.48,nan,nan,2.75,5.94,2.29,2.6,78.73,nan,57.39
27.05,2.53,nan,24.4,79.55,nan,5.73,nan,2.51,nan,66.86,nan
18.35,2.75,nan,12.46,38.56,3.0,nan,nan,nan,81.02,68.1,nan
21.54,3.16,7.52,nan,nan,2.0,6.41,nan,nan,78.2,nan,46.82
12.79,3.54,7.86,9.16,31.2,1.88,6.5,nan,3.16,77.74,nan,nan
