nan,23.7975,18.2525,138.735,nan,39.7525,nan,24.21
42.8575,22.625,nan,135.915,15.09,57.4725,209.2075,25.8475
38.9725,20.855,nan,96.5025,12.44,nan,182.03,24.2475
33.14,23.65,11.085,115.69,13.585,nan,167.5825,24.585
43.585,nan,13.8325,nan,13.165,nan,185.75,24.3075
36.7875,24.15,11.915,119.965,15.8325,58.665,152.415,26.1825
nan,nan,13.6675,109.0325,12.835,45.25,151.3325,nan
nan,24.005,11.0025,139.185,11.915,nan,173.25,nan
34.3925,23.0175,12.75,103.5175,14.165,nan,186.5825,23.4825
26.0,21.1425,10.7475,99.15,12.665,nan,185.415,nan
53.2725,23.6825,nan,nan,13.915,59.5825,217.585,nan
nan,nan,8.4175,nan,nan,38.3025,98.0875,21.805
40.1675,22.175,12.5025,nan,13.9175,54.75,220.0,25.7675
nan,nan,10.8325,nan,nan,53.835,115.915,nan
45.4375,22.765,nan,nan,13.165,51.5825,199.75,23.925
29.3575,nan,11.25,nan,12.0,52.0,132.8325,nan
54.6125,23.3625,nan,164.1325,nan,nan,nan,26.7575
nan,20.4325,13.585,111.135,15.2525,nan,223.67,25.11
33.4975,22.1525,nan,111.665,nan,62.0,192.665,nan
43.2175,19.905,12.7075,nan,nan,nan,212.3775,nan
nan,20.605,nan,nan,12.9975,nan,nan,nan
nan,20.615,13.0,111.935,13.165,60.665,nan,nan
nan,19.6825,nan,nan,nan,55.6675,205.415,25.945
51.2575,nan,17.0825,nan,nan,nan,171.8325,24.8325
nan,20.6775,14.08,112.615,12.92,58.1675,nan,nan
nan,nan,nan,nan,nan,nan,199.5825,nan
38.4775,24.6125,nan,nan,14.5,68.3325,nan,nan
nan,18.49,13.4975,nan,nan,nan,240.75,nan
32.8075,22.54,12.165,nan,12.2475,nan,nan,nan
nan,nan,10.085,nan,nan,nan,234.915,nan
30.0875,nan,nan,105.0825,11.665,45.6675,nan,22.625
22.9375,nan,12.335,nan,nan,40.415,109.25,nan
45.155,nan,15.3325,111.375,12.75,nan,188.6675,25.71
nan,nan,12.5025,nan,11.5,nan,142.585,nan
nan,nan,nan,nan,10.585,38.5825,nan,nan
32.3825,nan,nan,nan,13.3325,nan,174.25,nan
nan,23.5075,14.335,113.765,nan,48.6675,nan,23.125
nan,22.2775,10.1675,nan,nan,nan,nan,nan
29.1025,nan,nan,nan,12.0,54.0825,138.2475,25.1675
45.445,nan,15.085,nan,nan,43.585,160.835,25.995
nan,nan,14.665,99.65,12.9175,nan,nan,nan
31.89,nan,nan,nan,nan,nan,nan,nan
46.245,23.94,nan,157.9325,nan,nan,211.915,25.86
nan,24.2825,12.9175,nan,13.5,nan,nan,nan
nan,23.2625,13.915,118.5075,nan,nan,nan,24.79
36.5375,23.3975,nan,126.19,11.8325,nan,nan,nan
32.1025,21.4475,nan,nan,13.75,nan,157.5825,nan
nan,22.845,nan,114.135,15.5,68.0,238.4175,nan
30.745,24.245,11.17,106.6,nan,nan,nan,nan
44.81,23.9825,13.335,nan,12.5825,47.1675,172.835,nan
nan,nan,11.6675,159.465,nan,45.2525,nan,23.9175
nan,19.0925,nan,nan,nan,63.5825,nan,23.3675
43.9025,21.33,nan,113.155,12.3325,nan,nan,24.7925
39.345,24.97,nan,124.41,nan,nan,172.0,nan
nan,nan,nan,nan,12.75,nan,216.3325,25.725
nan,nan,nan,nan,nan,55.0825,196.75,28.4325
60.5075,25.3875,nan,nan,nan,49.0025,204.3325,nan
nan,22.8575,nan,117.7825,13.665,50.9175,nan,nan
nan,20.3025,nan,nan,14.3325,44.5825,nan,24.8925
nan,24.495,nan,133.175,nan,nan,220.915,29.315
49.1,nan,15.415,nan,nan,47.165,192.5025,27.6825
32.765,nan,nan,nan,nan,nan,nan,24.6475
nan,nan,nan,nan,13.5,nan,nan,nan
33.925,nan,11.8325,nan,nan,nan,nan,25.0775
nan,21.08,nan,116.51,nan,62.25,nan,25.54
57.02,21.5775,16.0825,nan,15.165,nan,222.4175,nan
nan,24.845,13.1675,122.9,nan,61.75,nan,24.75
nan,24.5075,nan,106.9825,11.67,48.335,nan,nan
50.705,nan,nan,119.375,nan,69.835,nan,nan
nan,22.93,11.75,107.6175,12.0,49.25,nan,nan
nan,23.105,9.9175,nan,20.5,74.83,nan,nan
nan,nan,12.0,nan,nan,67.335,215.0825,25.6675
31.9375,nan,14.2525,134.975,13.2475,nan,154.4975,nan
nan,24.39,10.6675,136.9775,nan,36.335,124.0,23.7075
nan,nan,nan,157.475,nan,55.0825,nan,25.94
52.44,24.355,15.4975,nan,nan,53.0825,nan,27.515
38.435,nan,12.0825,nan,13.8325,56.9175,196.25,nan
nan,nan,nan,nan,nan,45.335,nan,nan
nan,nan,nan,127.8025,nan,73.415,270.2475,27.275
35.0975,24.425,nan,109.66,14.75,nan,nan,nan
45.915,nan,12.665,115.06,13.5,63.33,nan,nan
29.3125,nan,10.9175,nan,nan,nan,167.335,nan
50.555,22.36,11.0,nan,15.5825,87.415,293.6675,28.4675
22.795,nan,11.75,nan,nan,nan,115.9175,32.7325
42.6275,23.0075,nan,124.3175,nan,56.8325,224.415,nan
nan,23.4425,nan,nan,nan,nan,nan,nan
38.2375,21.2675,nan,nan,13.5,52.0025,nan,26.5925
41.435,nan,nan,113.11,15.3325,61.415,209.1675,nan
27.485,nan,nan,127.45,nan,nan,nan,nan
nan,nan,11.5825,nan,nan,57.8325,nan,nan
nan,24.855,nan,132.1575,nan,nan,nan,nan
nan,nan,9.4175,128.515,nan,65.585,203.3325,27.2725
nan,21.315,nan,nan,13.9175,55.3325,nan,25.0725
nan,nan,11.0825,nan,nan,nan,183.1675,25.5
45.5475,26.9275,nan,113.7575,nan,54.835,nan,nan
nan,nan,nan,nan,13.2475,55.585,207.8325,nan
40.1475,24.9275,9.92,122.625,14.5,nan,nan,nan
nan,25.4325,9.335,nan,nan,nan,211.5825,25.785
42.8025,22.575,11.415,nan,nan,63.5,nan,nan
nan,nan,9.75,nan,13.75,nan,181.0825,nan
nan,26.3875,11.0825,120.2,13.835,nan,203.0,25.725
nan,25.17,nan,nan,nan,nan,nan,26.3075
nan,nan,nan,nan,nan,nan,162.3325,nan
46.405,nan,13.75,125.05,14.2525,54.7525,nan,25.2675
nan,nan,14.665,115.925,11.0825,53.5825,175.9975,nan
49.1825,nan,13.585,nan,14.42,55.835,221.085,24.6275
42.0575,nan,nan,114.2075,13.165,53.2525,197.415,nan
40.48,nan,nan,113.2,nan,57.17,nan,27.84
nan,nan,nan,116.46,12.3325,nan,nan,nan
nan,23.9875,nan,nan,13.0,55.915,197.0825,nan
nan,nan,nan,109.8675,nan,43.33,nan,24.8325
nan,nan,13.4175,122.9925,13.665,nan,235.0,nan
nan,nan,nan,nan,11.6675,nan,162.3325,25.425
nan,nan,nan,nan,12.6675,nan,nan,nan
54.15,nan,nan,nan,nan,nan,227.855,26.82
nan,23.32,nan,137.6,10.5825,nan,166.6675,nan
34.2425,22.36,nan,131.9425,14.675,nan,nan,24.9475
36.75,nan,11.1,nan,12.0475,52.85,185.1925,24.435
nan,nan,12.335,nan,nan,nan,nan,24.825
44.6175,nan,nan,nan,14.0825,59.9575,201.9175,25.375
46.83,nan,11.5,nan,nan,nan,nan,nan
35.7675,24.5125,12.1675,nan,nan,49.9175,nan,25.32
nan,nan,11.3325,144.8,nan,nan,169.75,22.8675
nan,23.64,nan,102.54,15.665,52.915,nan,22.8325
nan,nan,nan,108.6425,12.665,nan,194.0,24.7825
nan,nan,12.6675,nan,13.7475,60.7075,219.9175,26.94
19.3725,17.065,nan,nan,12.6675,nan,nan,21.73
30.6875,22.3625,9.75,160.5425,12.5,nan,nan,25.15
nan,nan,13.9175,142.0675,nan,49.415,209.4175,nan
nan,nan,nan,115.5075,nan,46.8325,nan,nan
26.6125,nan,9.3325,nan,11.1675,nan,nan,nan
nan,23.34,nan,163.1675,nan,nan,nan,nan
38.5175,nan,nan,nan,13.835,nan,nan,22.965
nan,19.69,7.25,nan,nan,49.835,168.0,nan
nan,nan,nan,107.835,12.665,59.165,243.6675,nan
37.315,nan,nan,nan,14.165,nan,204.665,nan
55.725,nan,nan,nan,12.6675,63.335,nan,25.3425
46.85,22.83,13.3625,nan,nan,nan,196.4175,26.1325
nan,21.18,10.9575,nan,15.335,66.0,nan,25.515
42.9375,20.7125,nan,nan,nan,nan,239.335,nan
nan,nan,nan,nan,nan,nan,230.3325,nan
nan,24.4475,nan,nan,12.2475,nan,nan,24.2775
37.9025,nan,nan,nan,nan,58.9175,nan,nan
nan,23.4575,8.3325,nan,11.25,nan,nan,26.61
44.495,27.21,nan,127.65,11.1675,56.7525,nan,25.5
30.5725,22.2075,nan,nan,11.5,nan,184.75,23.2475
nan,nan,13.4175,nan,nan,nan,nan,nan
34.8575,19.645,13.415,nan,11.75,nan,nan,24.4
nan,25.845,nan,nan,10.5825,43.5,160.585,27.8975
nan,22.715,nan,nan,12.5825,nan,nan,nan
44.79,23.325,12.2475,165.875,11.8325,nan,188.165,nan
nan,23.85,10.1675,122.075,nan,57.8325,nan,24.085
nan,23.1225,13.0,nan,nan,54.5,nan,24.39
nan,21.035,nan,nan,10.835,49.665,nan,21.535
18.67,23.405,nan,124.5,10.835,nan,171.835,25.635
47.025,nan,12.75,nan,11.4175,50.5825,nan,nan
nan,nan,nan,98.925,11.2325,nan,132.6975,25.1275
41.465,24.2675,nan,nan,12.4175,nan,201.165,25.4175
42.8175,24.2725,12.835,122.285,nan,nan,nan,22.26
nan,24.1925,13.0,nan,13.25,66.585,nan,nan
nan,nan,15.0,117.6,12.4975,nan,nan,nan
42.735,nan,11.42,nan,13.4175,nan,nan,24.765
nan,22.7075,nan,nan,12.9175,58.5,213.085,nan
nan,22.6925,nan,102.6,nan,54.5825,nan,nan
32.34,23.8175,nan,nan,nan,nan,nan,nan
40.94,nan,nan,nan,11.9175,nan,199.915,nan
nan,nan,8.1675,96.315,10.5,nan,nan,nan
nan,23.635,nan,nan,10.3325,46.3325,178.8325,nan
nan,nan,11.8325,nan,12.665,nan,nan,26.3425
nan,nan,11.25,122.1925,12.3325,nan,210.0825,26.84
25.8075,27.14,7.335,nan,13.5,nan,nan,nan
nan,23.0875,10.9175,116.9925,nan,nan,155.3325,25.305
46.65,nan,nan,119.41,14.25,nan,207.2525,24.8225
nan,nan,nan,117.365,13.2525,50.7525,160.6675,nan
38.6125,nan,9.75,127.6925,12.8325,nan,nan,28.35
35.395,nan,12.4975,113.135,nan,48.3325,nan,24.875
nan,24.2775,11.085,168.7,13.6675,nan,nan,nan
35.2875,24.07,nan,150.1325,12.335,45.915,nan,23.7925
48.04,22.115,nan,nan,11.3325,46.0,166.9175,24.89
52.2575,21.6,nan,118.665,13.3325,60.6675,225.0,25.53
43.6275,nan,12.98,nan,13.1625,nan,nan,nan
nan,nan,nan,122.91,nan,nan,nan,nan
43.9025,26.2625,13.9175,nan,nan,46.4175,172.0,nan
39.0675,nan,10.595,121.4775,nan,60.48,nan,26.2525
39.2875,nan,nan,114.585,11.415,48.5,181.165,25.795
nan,23.4775,11.0,nan,16.5025,76.25,255.915,24.5675
43.6825,22.7575,nan,119.14,13.415,nan,228.25,24.16
nan,22.9975,11.08,nan,nan,57.0,140.1675,24.74
41.9575,nan,nan,144.05,nan,44.3325,nan,nan
nan,23.78,10.6675,167.6,nan,nan,nan,nan
38.8025,nan,nan,nan,nan,48.51,165.365,26.24
36.07,nan,10.165,nan,nan,nan,211.915,24.835
nan,nan,nan,nan,nan,50.835,202.585,25.7825
59.5725,nan,nan,124.525,12.875,66.9175,nan,28.0325
nan,21.83,nan,nan,nan,58.0,250.665,nan
46.5,27.96,9.585,124.9075,13.5825,66.4975,234.25,24.9325
54.3925,nan,14.1675,109.35,13.5,61.8325,259.415,24.7925
47.42,nan,nan,nan,nan,nan,387.085,nan
nan,nan,15.8325,145.9875,13.1675,59.5,219.335,25.2675
