48.2125,23.7975,18.2525,nan,nan,nan,136.0825,24.21
nan,22.625,nan,nan,15.09,nan,209.2075,25.8475
nan,20.855,12.1325,nan,nan,53.3225,nan,nan
nan,nan,11.085,115.69,13.585,50.5825,167.5825,nan
nan,24.58,nan,104.0675,nan,57.6675,nan,nan
nan,nan,nan,nan,nan,58.665,152.415,nan
nan,nan,nan,109.0325,12.835,nan,nan,23.6325
31.9675,24.005,nan,139.185,11.915,54.0825,173.25,24.815
nan,nan,nan,103.5175,14.165,57.165,186.5825,nan
26.0,nan,10.7475,nan,nan,58.5,185.415,21.94
nan,nan,14.585,nan,nan,nan,217.585,26.625
18.7475,17.375,8.4175,108.99,10.85,nan,nan,nan
40.1675,22.175,nan,nan,nan,nan,220.0,nan
16.005,nan,nan,124.5825,nan,nan,nan,28.275
nan,22.765,nan,120.85,nan,nan,199.75,23.925
29.3575,21.7725,11.25,127.7575,nan,nan,nan,nan
nan,23.3625,nan,nan,15.415,63.835,nan,nan
nan,nan,nan,nan,nan,67.0825,223.67,25.11
33.4975,nan,11.835,111.665,nan,62.0,192.665,24.03
43.2175,19.905,nan,nan,13.7475,66.7925,212.3775,25.75
45.06,20.605,14.25,nan,nan,51.9175,220.335,nan
nan,20.615,13.0,111.935,nan,60.665,nan,24.985
55.1525,19.6825,16.415,nan,nan,nan,nan,25.945
nan,23.76,nan,nan,nan,nan,171.8325,nan
41.21,nan,14.08,112.615,nan,58.1675,230.75,nan
nan,21.49,nan,nan,nan,nan,nan,nan
38.4775,24.6125,nan,121.725,nan,68.3325,230.335,nan
38.8725,18.49,13.4975,nan,13.5,59.6675,nan,25.025
nan,22.54,12.165,123.785,12.2475,60.5825,167.585,27.775
42.115,nan,10.085,128.9575,nan,nan,nan,26.9
nan,nan,13.6675,nan,nan,nan,nan,22.625
nan,nan,nan,nan,nan,40.415,109.25,25.1175
45.155,18.8575,nan,111.375,12.75,nan,188.6675,nan
32.31,nan,nan,nan,11.5,51.5,142.585,28.315
nan,22.91,nan,nan,10.585,38.5825,101.6675,24.775
nan,nan,nan,119.45,nan,nan,nan,nan
nan,nan,nan,113.765,13.4175,48.6675,nan,nan
39.2825,22.2775,10.1675,nan,nan,nan,187.335,23.5175
nan,nan,nan,nan,nan,nan,138.2475,nan
nan,nan,nan,97.5175,nan,nan,nan,25.995
42.3125,nan,14.665,99.65,12.9175,nan,171.415,25.2575
nan,nan,nan,117.3175,13.4175,nan,165.5,nan
46.245,23.94,10.165,nan,14.25,57.2475,nan,25.86
44.76,24.2825,nan,nan,13.5,50.0,nan,23.635
nan,23.2625,nan,118.5075,nan,nan,nan,24.79
36.5375,nan,nan,126.19,nan,62.085,230.0,nan
32.1025,nan,10.665,nan,13.75,nan,157.5825,nan
nan,nan,nan,nan,15.5,nan,nan,nan
30.745,24.245,11.17,106.6,nan,nan,189.3325,24.2325
44.81,23.9825,nan,111.96,12.5825,47.1675,nan,nan
nan,22.83,nan,nan,nan,nan,nan,nan
44.1175,nan,nan,114.4675,nan,63.5825,257.4175,23.3675
nan,nan,nan,nan,nan,nan,nan,nan
39.345,24.97,12.6675,nan,nan,nan,172.0,25.3675
nan,24.2375,nan,119.725,nan,nan,216.3325,nan
37.2025,24.41,10.3325,nan,nan,55.0825,nan,nan
nan,25.3875,13.5825,nan,nan,nan,nan,nan
nan,22.8575,10.75,117.7825,nan,50.9175,nan,nan
11.4975,nan,11.0,108.7325,nan,44.5825,119.415,nan
nan,nan,11.75,133.175,nan,nan,220.915,29.315
49.1,23.1775,nan,nan,nan,nan,192.5025,27.6825
nan,nan,9.835,155.985,nan,51.58,179.5825,nan
nan,nan,10.125,143.425,13.5,nan,173.125,nan
33.925,nan,11.8325,158.6825,nan,nan,173.8325,nan
