nan,3.21,8.18,nan,nan,nan,5.89,nan,2.6,nan,nan,28.26
13.93,nan,nan,12.93,nan,nan,6.0,nan,nan,nan,69.29,51.97
18.53,nan,nan,8.19,30.31,nan,6.3,2.18,2.91,77.78,66.99,nan
22.08,nan,5.99,7.07,nan,2.0,nan,nan,nan,77.89,nan,nan
nan,nan,nan,8.26,nan,nan,6.64,1.98,nan,77.58,67.18,nan
nan,2.53,nan,nan,86.91,4.0,5.8,nan,nan,nan,nan,nan
nan,nan,nan,nan,47.91,2.0,nan,nan,2.62,80.31,nan,53.52
nan,2.22,7.51,6.98,nan,nan,nan,2.21,2.58,78.38,66.67,44.37
nan,nan,nan,nan,42.22,2.88,nan,nan,nan,nan,nan,nan
15.23,nan,nan,36.32,nan,nan,nan,1.93,nan,nan,nan,33.82
22.2,2.71,6.79,8.7,29.51,2.0,5.86,nan,2.8,nan,66.8,nan
nan,4.49,7.49,nan,nan,nan,nan,nan,2.57,78.06,68.58,nan
25.11,2.62,nan,27.15,85.53,3.75,5.83,nan,2.61,79.57,67.36,nan
24.94,4.15,nan,nan,nan,3.13,nan,nan,nan,80.31,nan,nan
21.1,nan,nan,9.6,nan,2.0,nan,nan,nan,78.27,nan,nan
nan,nan,7.79,18.08,47.34,3.0,nan,2.03,nan,80.94,68.29,53.75
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,4.4,6.57,nan,nan,nan,6.2,1.94,3.21,nan,66.47,43.0
12.45,nan,nan,nan,nan,nan,nan,nan,3.52,78.54,nan,nan
11.99,2.27,8.1,nan,16.77,nan,nan,nan,nan,77.15,nan,40.04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.34,3.24,7.2,4.45,nan,nan,nan,nan,nan,72.81,nan,nan
nan,nan,nan,18.83,44.68,1.0,nan,nan,2.86,78.28,67.32,nan
12.02,3.01,7.9,4.71,16.85,nan,nan,1.93,nan,77.78,nan,54.58
13.11,3.24,7.6,7.99,nan,2.0,6.49,1.99,3.27,79.34,nan,43.21
10.66,nan,nan,nan,13.38,nan,5.78,1.94,2.99,77.58,67.25,50.0
nan,nan,7.8,20.5,nan,2.88,6.37,2.06,3.1,78.28,nan,nan
14.1,nan,nan,3.81,nan,1.13,nan,2.17,3.16,nan,66.08,58.54
nan,nan,9.35,nan,nan,nan,5.85,2.26,nan,nan,68.03,53.02
nan,nan,nan,nan,nan,3.0,5.99,nan,nan,nan,nan,nan
19.18,2.33,nan,nan,nan,nan,5.93,1.94,nan,nan,65.42,nan
18.09,nan,7.06,6.47,27.54,nan,nan,nan,nan,79.11,nan,57.94
nan,2.69,7.36,7.62,nan,3.0,nan,nan,2.79,nan,67.1,nan
18.96,2.0,6.56,nan,nan,3.0,nan,nan,nan,nan,nan,nan
