352.35274100000004,86.39004164,67.33,201.53
355.33144760000005,89.22887996,70.78,205.26
340.7120387,97.06113381,69.74,202.58
325.4893978,74.79275898,70.43,210.2
nan,81.10819555,nan,nan
nan,nan,nan,224.59
398.36252149999996,nan,66.64,nan
344.08950519999996,86.29727488,70.26,nan
291.4287091,89.54883004,nan,227.98
321.8309597,61.83226611,67.68,194.91
199.79430290000002,56.31677033,70.61,212.49
nan,88.9329003,nan,218.81
317.301741,98.86176326,nan,211.76
nan,73.57252671,71.12,195.59
316.0871082,68.89003215,nan,nan
331.7949553,nan,nan,nan
293.67411660000005,74.51143625,66.64,nan
224.7297477,71.01790221,68.71,207.84
297.5757777,71.59030418,69.74,206.21
nan,nan,65.09,nan
362.4538872,87.07340072,72.33,218.49
nan,85.52050472,65.78,199.18
nan,81.21185961,68.88,201.86
322.98483,nan,70.26,226.99
282.2241322,nan,71.81,194.51
361.5821095,88.0617642,68.88,214.78
262.0643238,64.23421897,67.88,nan
nan,77.98139572,nan,nan
337.65444180000003,86.05195617,68.37,190.62
277.3336418,81.98407171,71.12,233.31
360.2624899,nan,69.4,184.6
nan,nan,65.61,180.92
342.8665142,66.14166724,nan,nan
nan,68.82756585,70.43,211.17
414.66970469999995,90.95054898,66.47,233.23
223.8440691,70.51140589,69.57,186.68
nan,69.08023497,nan,222.52
322.1364272,nan,69.92,209.53
440.6556921,nan,nan,193.45
329.9115933,73.42094697,71.64,nan
nan,84.75169674,68.02,nan
398.9235192,nan,67.85,nan
nan,nan,70.95,209.21
276.5017077,78.20855527,nan,235.72
nan,75.46033296,71.81,nan
nan,nan,nan,217.41
nan,69.54929387,68.54,221.78
410.2851938,83.14171763,69.74,207.716701
344.592804,72.15331121,nan,209.15
308.268838,63.66062866,67.33,nan
306.07839920000004,nan,70.78,234.88
337.4305208,86.54364357,nan,215.91
294.708279,85.21584236,68.54,183.92
278.4450122,64.69858645,nan,187.0
322.6273887,73.52961918,69.74,189.7
nan,90.21485115,70.26,245.18
357.93243689999997,91.44952404,68.54,171.63
nan,nan,70.43,206.91
nan,63.52594463,69.06,207.716701
nan,81.80153003,71.3,nan
nan,65.17710307,nan,179.35
310.04508710000005,77.39631899,71.12,nan
296.821937,72.39938642,68.19,209.92
369.61767549999996,78.36163844,nan,221.67
nan,85.28410212,nan,nan
395.58462660000004,89.91842776,68.37,nan
nan,73.07296779,69.4,219.81
nan,62.08606708,72.67,197.34
369.28839039999997,nan,67.68,193.09
302.686913,63.82894464,74.92,220.14
259.03016809999997,nan,69.06,nan
304.23107339999996,73.41258955,68.37,186.04
nan,nan,nan,213.56
332.60386869999996,nan,nan,nan
285.561431,nan,71.47,188.86
316.2188577,75.40857982,72.5,231.0
307.3775256,63.430158,72.33,nan
nan,73.40417496,69.23,219.52
345.4247381,97.04766133,68.37,177.62
188.0483272,46.19980495,nan,nan
264.40041349999996,64.08488584,73.36,198.19
362.64991760000004,87.56438896,66.99,nan
252.93661659999998,nan,nan,224.99
302.43191410000003,nan,72.16,217.18
