352.35274100000004,nan,67.33,nan
355.33144760000005,nan,70.78,205.26
nan,97.06113381,nan,202.58
325.4893978,74.79275898,70.43,210.2
nan,81.10819555,67.85,161.21
358.391435,89.47195404,nan,224.59
398.36252149999996,78.88211435,66.64,196.48
344.08950519999996,86.29727488,70.26,187.35
291.4287091,89.54883004,69.57,227.98
321.8309597,61.83226611,67.68,194.91
199.79430290000002,56.31677033,70.61,nan
321.1488375,88.9329003,nan,218.81
317.301741,98.86176326,70.09,nan
nan,nan,71.12,195.59
nan,68.89003215,72.5,195.53
nan,66.01796993,70.09,220.92
293.67411660000005,74.51143625,66.64,183.47
224.7297477,71.01790221,68.71,207.84
297.5757777,71.59030418,69.74,206.21
nan,69.05031687,65.09,187.91
nan,nan,72.33,218.49
323.7020145,85.52050472,65.78,199.18
324.4574489,nan,68.88,201.86
322.98483,92.27315738,70.26,226.99
282.2241322,67.86895321,71.81,194.51
361.5821095,nan,68.88,214.78
262.0643238,64.23421897,67.88,235.69
274.6529653,77.98139572,66.99,200.18
337.65444180000003,86.05195617,68.37,nan
277.3336418,81.98407171,71.12,233.31
360.2624899,74.84483795,69.4,184.6
349.9581414,83.94026077,65.61,180.92
342.8665142,nan,nan,185.35
nan,68.82756585,70.43,211.17
nan,90.95054898,66.47,233.23
nan,70.51140589,69.57,nan
303.7595024,nan,71.47,222.52
322.1364272,nan,69.92,209.53
nan,90.8944489,65.95,193.45
329.9115933,73.42094697,71.64,182.62
338.309736,84.75169674,nan,221.32
398.9235192,86.90074673,nan,224.95
271.1626671,72.16264042,70.95,209.21
nan,78.20855527,71.64,nan
258.4955939,75.46033296,nan,226.63
256.6540233,53.46910882,nan,217.41
nan,69.54929387,68.54,221.78
410.2851938,nan,nan,207.716701
344.592804,72.15331121,68.37,209.15
308.268838,63.66062866,nan,202.51
306.07839920000004,86.38982126,70.78,234.88
337.4305208,86.54364357,69.74,215.91
294.708279,85.21584236,68.54,nan
278.4450122,64.69858645,72.33,187.0
322.6273887,73.52961918,69.74,189.7
354.98719900000003,90.21485115,nan,nan
357.93243689999997,nan,68.54,171.63
377.0318588,85.46927119,nan,206.91
nan,63.52594463,69.06,nan
nan,nan,71.3,nan
nan,65.17710307,70.41,179.35
310.04508710000005,77.39631899,nan,235.57
296.821937,nan,68.19,nan
369.61767549999996,78.36163844,72.85,nan
330.296925,nan,70.61,225.41
395.58462660000004,89.91842776,68.37,245.87
nan,73.07296779,69.4,219.81
255.5041374,62.08606708,nan,nan
nan,nan,67.68,193.09
nan,63.82894464,74.92,220.14
259.03016809999997,58.398478000000004,69.06,nan
304.23107339999996,nan,nan,186.04
343.066529,73.15618188,nan,213.56
332.60386869999996,76.73477585,70.95,nan
nan,65.05470067,71.47,188.86
316.2188577,75.40857982,72.5,231.0
307.3775256,63.430158,72.33,188.49
302.7386211,nan,69.23,219.52
345.4247381,97.04766133,68.37,177.62
188.0483272,46.19980495,nan,205.7
264.40041349999996,64.08488584,73.36,nan
362.64991760000004,87.56438896,66.99,242.12
nan,58.93756141,73.02,nan
302.43191410000003,85.48247958,72.16,nan
329.0158993,nan,67.68,nan
246.7847668,61.29600941,69.74,192.05
196.1345366,57.86670293,nan,208.91
355.47878030000004,83.77683371,72.5,223.01
346.44473389999996,77.5528829,71.81,190.07
268.8007392,80.89064915,71.12,198.98
317.6808517,82.92945053,68.02,nan
257.4469107,63.22718536,69.74,nan
369.52293639999994,nan,69.92,191.65
378.44285299999996,73.67342459,nan,211.63
322.6708625,64.57778488,68.88,200.59
282.2065125,82.92065808,70.43,229.7
nan,73.94825345,68.88,212.93
280.64,70.25129125,72.33,214.6
314.2001159,85.13506233,68.19,205.19
nan,nan,72.33,224.56
nan,76.50064684,nan,nan
nan,69.38091925,72.67,228.26
318.39484869999995,82.80070736,69.74,178.66
281.15366780000005,80.60742932,69.4,236.75
282.6121202,64.36293934,73.36,224.25
276.0267721,71.75907753,70.26,198.09
329.6183445,nan,68.71,210.48
364.9879393,75.65553994,69.06,nan
306.78363060000004,nan,70.95,243.54
nan,84.28483466,69.06,223.78
259.1954244,68.02869459,68.54,179.42
260.5645845,66.61780506,71.12,207.716701
294.5664359,75.71671489,71.81,209.82
361.0758303,nan,66.13,174.98
232.6339185,58.03245855,70.43,203.19
418.183941,69.8873946,nan,213.1
283.44006989999997,nan,nan,195.56
266.6668596,62.50262342,70.09,191.36
291.2936645,62.08858829,71.5,205.4
329.7112243,80.90464201,nan,180.71
336.3101192,79.61685097,69.4,247.37
301.10591949999997,nan,nan,nan
nan,71.01496682,nan,205.94
303.12359869999995,73.21030105,67.68,171.93
419.7904025,84.68871596,68.02,nan
250.62887609999999,74.11753761,69.57,207.31
286.3829173,68.47734641,70.95,204.82
237.97455290000002,68.09109287,70.43,206.18
408.96883030000004,73.5205962,76.91,177.83
252.24758819999997,68.16046691,69.57,nan
nan,69.3598199,70.09,209.91
263.3214491,70.33789556,70.78,nan
nan,49.77784629,67.68,178.48
370.8481341,83.48092837,nan,211.24
330.4987992,80.48544124,70.09,nan
421.1771364,83.70097667,67.16,196.98
294.86269500000003,66.66272821,nan,nan
nan,83.72728152,67.85,239.7
309.9798832,80.67123499,71.64,218.8
277.1601008,69.96169437,69.4,226.74
305.4919016,73.35058913,nan,207.73
nan,61.67593601,nan,218.28
325.9970051,78.83285472,70.09,nan
357.36665800000003,81.78793581,nan,nan
400.3196384,81.597362,68.88,187.75
319.6392082,70.59663553,nan,nan
250.8265003,63.43589655,70.61,215.36
345.30680110000003,69.89185101,70.26,208.47
nan,nan,75.26,nan
nan,76.79833456,68.71,200.25
327.3134372,73.96627449,70.61,nan
nan,65.17412917,73.19,222.34
294.1731354,60.23728177,71.3,nan
255.98624480000004,nan,71.3,190.05
294.8385233,73.53122122,74.57,223.89
350.47371739999994,nan,73.36,nan
276.0069389,63.97539046,68.02,214.67
366.5636204,83.58810703,69.4,209.42
306.0760085,72.07953151,71.99,205.26
nan,68.84862861,67.33,204.5
275.500217,nan,70.95,218.02
324.40326170000003,74.94016573,71.47,nan
402.0798396,89.94574786,69.23,210.79
272.7330356,nan,nan,224.34
240.80999959999997,63.40431522,nan,194.45
302.5347105,76.86085231,70.61,220.16
469.5008553,85.82390916,69.57,218.37
264.239579,60.69246118,68.88,202.86
412.4257139,83.34247242,70.26,nan
268.47986549999996,70.04028697,68.71,nan
nan,78.71510082,70.61,nan
298.6962204,60.87973871,69.23,211.53
nan,55.09996793,70.95,208.25
nan,nan,70.43,225.91
349.3518659,nan,74.74,nan
nan,nan,70.26,206.54
315.8241405,72.93348831,68.37,183.76
310.60144310000004,nan,71.47,229.18
219.0399402,73.5205962,75.78,nan
nan,88.58761104,69.23,198.95
369.830396,77.59506616,nan,215.49
349.5174714,88.41308807,67.5,nan
382.1955876,nan,69.06,nan
316.7304572,69.12687819,nan,207.716701
307.35339389999996,69.97241839,70.43,209.48
301.51391780000006,nan,69.92,206.2
308.4992955,70.54726271,73.02,156.03
303.47501919999996,57.62942014,72.07,215.02
320.1794873,84.2675779,69.4,204.66
347.83129080000003,89.2957622,69.92,231.93
nan,74.51869612,69.57,237.6
348.2042267,73.00370009,71.12,187.27
263.6030827,nan,70.78,228.74
308.48820750000004,51.60208384,71.3,nan
308.5986388,77.51217186,69.4,226.19
264.6485062,67.82085638,73.19,nan
346.96588810000003,79.1429774,70.95,192.26
347.13960610000004,78.30004675,72.33,179.71
323.1410168,75.11806393,73.71,211.9
nan,79.25377613,70.61,182.48
360.27842730000003,82.66616085,73.19,175.95
357.021524,nan,72.16,211.35
292.1055188,71.13250236,nan,226.14
nan,66.4323989,67.16,208.49
364.9859914,76.77555172,nan,186.81
nan,87.50811983,70.61,225.33
320.1033417,92.73843144,69.74,202.17
262.0018295,69.90834863,66.99,190.01
